date,min,max,median,q1,q3,stdev,count
2022-10-25T00:00:00.000Z,0,0.1,0,0,0,0.009,511
2022-10-26T00:00:00.000Z,0,0.1,0,0,0,0.015,514
2022-10-27T00:00:00.000Z,0,0.08,0,0,0,0.004,527
2022-10-28T00:00:00.000Z,0,0.05,0,0,0,0.003,494
2022-10-29T00:00:00.000Z,0,0.03,0,0,0,0.002,524
2022-10-30T00:00:00.000Z,0,0.1,0,0,0,0.009,526
2022-10-31T00:00:00.000Z,0,0.1,0,0,0,0.006,524
2022-11-01T00:00:00.000Z,0,0.1,0,0,0,0.008,512
2022-11-02T00:00:00.000Z,0,0.1,0,0,0,0.008,521
2022-11-03T00:00:00.000Z,0,0.1,0,0,0,0.01,559
2022-11-04T00:00:00.000Z,0,0.1,0,0,0,0.008,527
2022-11-05T00:00:00.000Z,0,0.1,0,0,0,0.011,517
2022-11-06T00:00:00.000Z,0,0.1,0,0,0,0.012,511
2022-11-07T00:00:00.000Z,0,0.1,0,0,0,0.011,543
2022-11-08T00:00:00.000Z,0,0.1,0,0,0,0.01,520
2022-11-09T00:00:00.000Z,0,0.1,0,0,0,0.014,538
2022-11-10T00:00:00.000Z,0,0.1,0,0,0,0.016,548
2022-11-11T00:00:00.000Z,0,0.1,0,0,0,0.011,531
2022-11-12T00:00:00.000Z,0,0.1,0,0,0,0.011,547
2022-11-13T00:00:00.000Z,0,0.1,0,0,0,0.009,549
2022-11-14T00:00:00.000Z,0,0.1,0,0,0,0.009,538
2022-11-15T00:00:00.000Z,0,0.1,0,0,0,0.019,536
2022-11-16T00:00:00.000Z,0,0.05,0,0,0,0.002,535
2022-11-17T00:00:00.000Z,0,0.1,0,0,0,0.01,537
2022-11-18T00:00:00.000Z,0,0.1,0,0,0,0.012,534
2022-11-19T00:00:00.000Z,0,0.1,0,0,0,0.01,526
2022-11-20T00:00:00.000Z,0,0.1,0,0,0,0.007,544
2022-11-21T00:00:00.000Z,0,0.1,0,0,0,0.009,530
2022-11-22T00:00:00.000Z,0,0.1,0,0,0,0.008,534
2022-11-23T00:00:00.000Z,0,0.1,0,0,0,0.01,531
2022-11-24T00:00:00.000Z,0,0.1,0,0,0,0.012,536
2022-11-25T00:00:00.000Z,0,0.1,0,0,0,0.014,531
2022-11-26T00:00:00.000Z,0,0.1,0,0,0,0.015,533
2022-11-27T00:00:00.000Z,0,0.1,0,0,0,0.01,539
2022-11-28T00:00:00.000Z,0,0.1,0,0,0,0.009,496
2022-11-29T00:00:00.000Z,0,0.1,0,0,0,0.015,454
2022-11-30T00:00:00.000Z,0,0.1,0,0,0,0.01,531
2022-12-01T00:00:00.000Z,0,0.1,0,0,0,0.009,478
2022-12-02T00:00:00.000Z,0,0.08,0,0,0,0.004,571
2022-12-03T00:00:00.000Z,0,0.1,0,0,0,0.004,551
2022-12-04T00:00:00.000Z,0,0.1,0,0,0,0.007,533
2022-12-05T00:00:00.000Z,0,0.1,0,0,0,0.008,517
2022-12-06T00:00:00.000Z,0,0,0,0,0,0,529
2022-12-07T00:00:00.000Z,0,0.03,0,0,0,0.002,529
2022-12-08T00:00:00.000Z,0,0.08,0,0,0,0.003,535
2022-12-09T00:00:00.000Z,0,0.08,0,0,0,0.004,536
2022-12-10T00:00:00.000Z,0,0.1,0,0,0,0.01,530
2022-12-11T00:00:00.000Z,0,0.1,0,0,0,0.007,549
2022-12-12T00:00:00.000Z,0,0.1,0,0,0,0.006,528
2022-12-13T00:00:00.000Z,0,0.1,0,0,0,0.007,526
2022-12-14T00:00:00.000Z,0,0.03,0,0,0,0.001,524
2022-12-15T00:00:00.000Z,0,0.08,0,0,0,0.004,527
2022-12-16T00:00:00.000Z,0,0.03,0,0,0,0.002,538
2022-12-17T00:00:00.000Z,0,0.1,0,0,0,0.006,557
